week_id,sales1_name,factor
49,Acquisition Internet Only,0
50,Acquisition Internet Only,0
51,Acquisition Internet Only,258.974557
52,Acquisition Internet Only,258.448127
1,Acquisition DTV - TV only,419.271741
2,Acquisition DTV - TV only,419.271741
3,Acquisition DTV - TV only,419.271741
4,Acquisition DTV - TV only,419.271741
5,Acquisition DTV - TV only,419.271741
6,Acquisition DTV - TV only,419.081585
7,Acquisition DTV - TV only,17.468213
8,Acquisition DTV - TV only,17.479936
9,Acquisition DTV - TV only,730.549193
10,Acquisition DTV - TV only,730.656948
11,Acquisition DTV - TV only,94.53511
12,Acquisition DTV - TV only,94.483417
13,Acquisition DTV - TV only,684.026634
14,Acquisition DTV - TV only,684.152571
15,Acquisition DTV - TV only,1442.811168
16,Acquisition DTV - TV only,1442.380217
17,Acquisition DTV - TV only,2789.751103
18,Acquisition DTV - TV only,2789.230585
19,Acquisition DTV - TV only,952.418056
20,Acquisition DTV - TV only,951.566764
21,Acquisition DTV - TV only,793.030921
22,Acquisition DTV - TV only,792.809922
23,Acquisition DTV - TV only,0
24,Acquisition DTV - TV only,0
25,Acquisition DTV - TV only,0
26,Acquisition DTV - TV only,0
27,Acquisition DTV - TV only,872.641637
28,Acquisition DTV - TV only,872.046839
29,Acquisition DTV - TV only,50.621527
30,Acquisition DTV - TV only,50.649017
31,Acquisition DTV - TV only,0
32,Acquisition DTV - TV only,0
33,Acquisition DTV - TV only,0
34,Acquisition DTV - TV only,0
35,Acquisition DTV - TV only,0
36,Acquisition DTV - TV only,0
37,Acquisition DTV - TV only,0
38,Acquisition DTV - TV only,0
39,Acquisition DTV - TV only,0
40,Acquisition DTV - TV only,0
41,Acquisition DTV - TV only,492.794331
42,Acquisition DTV - TV only,492.555114
43,Acquisition DTV - TV only,790.475392
44,Acquisition DTV - TV only,789.979129
45,Acquisition DTV - TV only,-310.163675
46,Acquisition DTV - TV only,-310.283817
47,Acquisition DTV - TV only,0
48,Acquisition DTV - TV only,0
49,Acquisition DTV - TV only,0
50,Acquisition DTV - TV only,0
51,Acquisition DTV - TV only,0
52,Acquisition DTV - TV only,0
1,Up-Sell Whop to Whoppa,10336.50324
2,Up-Sell Whop to Whoppa,10336.50324
3,Up-Sell Whop to Whoppa,10336.50324
4,Up-Sell Whop to Whoppa,10336.50324
5,Up-Sell Whop to Whoppa,10336.50324
6,Up-Sell Whop to Whoppa,10333.20094
7,Up-Sell Whop to Whoppa,9722.571742
8,Up-Sell Whop to Whoppa,9718.201352
9,Up-Sell Whop to Whoppa,15655.35712
10,Up-Sell Whop to Whoppa,15654.18406
11,Up-Sell Whop to Whoppa,20633.23127
12,Up-Sell Whop to Whoppa,20628.05758
13,Up-Sell Whop to Whoppa,24904.45593
14,Up-Sell Whop to Whoppa,24909.26034
15,Up-Sell Whop to Whoppa,16696.67243
16,Up-Sell Whop to Whoppa,16694.01139
17,Up-Sell Whop to Whoppa,14138.57627
18,Up-Sell Whop to Whoppa,14137.24886
19,Up-Sell Whop to Whoppa,8895.330637
20,Up-Sell Whop to Whoppa,8896.920227
21,Up-Sell Whop to Whoppa,9285.375858
22,Up-Sell Whop to Whoppa,9285.825568
23,Up-Sell Whop to Whoppa,5270.743497
24,Up-Sell Whop to Whoppa,5271.384712
25,Up-Sell Whop to Whoppa,3936.696002
26,Up-Sell Whop to Whoppa,3936.600316
27,Up-Sell Whop to Whoppa,7528.099839
28,Up-Sell Whop to Whoppa,7529.006873
29,Up-Sell Whop to Whoppa,7547.502556
30,Up-Sell Whop to Whoppa,7546.783754
31,Up-Sell Whop to Whoppa,8486.859799
32,Up-Sell Whop to Whoppa,8484.883531
33,Up-Sell Whop to Whoppa,6449.843272
34,Up-Sell Whop to Whoppa,6448.886497
35,Up-Sell Whop to Whoppa,8355.939056
36,Up-Sell Whop to Whoppa,8356.880242
37,Up-Sell Whop to Whoppa,10024.10035
38,Up-Sell Whop to Whoppa,10028.28882
39,Up-Sell Whop to Whoppa,8474.812845
40,Up-Sell Whop to Whoppa,8471.747009
41,Up-Sell Whop to Whoppa,0
42,Up-Sell Whop to Whoppa,0
43,Up-Sell Whop to Whoppa,4138.780214
44,Up-Sell Whop to Whoppa,4138.69799
45,Up-Sell Whop to Whoppa,770.271938
46,Up-Sell Whop to Whoppa,770.330784
47,Up-Sell Whop to Whoppa,0
48,Up-Sell Whop to Whoppa,0
49,Up-Sell Whop to Whoppa,0
50,Up-Sell Whop to Whoppa,0
51,Up-Sell Whop to Whoppa,0
52,Up-Sell Whop to Whoppa,0
